2012-08-09,5574.182017077874
2012-10-07,3731.66907562517
2014-08-09,249.73287671232876
2014-10-07,1853.579970709102
2012-09-30,3353.9159702370366
2012-10-08,3161.4317277037185
2014-09-30,2832.837010352034
2014-10-08,2060.280545285202
2012-10-09,1904.573197453105
2014-10-09,2160.9929121466585
2014-11-30,6243.75
2012-08-30,3620.0061445925226
2014-12-20,6737.566361556064
2012-08-31,2797.770761320898
2014-12-21,6684.626548672566
2014-10-30,5185.39928337916
2014-12-22,2082.2147856517936
2012-09-20,7184.70550945136
2014-09-20,3928.9558936787853
2014-10-31,4547.9505015956975
2014-12-23,1956.8293333333334
2012-09-21,6544.726142043473
2014-09-21,3863.061638256594
2014-12-24,1295.3563218390805
2012-09-22,9680.958170986643
2014-09-22,4552.152677081754
2014-11-20,5575.924987236841
2014-12-25,770.7058823529412
2012-09-23,5112.104150453956
2014-09-23,5048.0733272879215
2014-11-21,4508.519920404277
2014-12-26,2005.915254237288
2012-09-24,4667.7894635868315
2014-09-24,3349.121698132216
2014-11-22,6391.673667594765
2014-12-27,2848.4344176285413
2015-01-01,2192.2887029288704
2012-08-20,6481.374216979874
2012-09-25,5810.381545269593
2014-09-25,4904.648781124469
2014-11-23,11375.329099439296
2014-12-10,3925.603175459805
2014-12-28,2689.911042944785
2015-01-02,3065.989807474519
2012-08-21,4737.09520789814
2012-09-26,6184.023923951647
2014-09-26,3156.3194016948487
2014-11-24,15550.780854837787
2014-12-11,5352.632393100654
2014-12-29,1528.400544959128
2015-01-03,2958.5059630497726
2012-08-22,7963.245218865735
2012-09-27,4968.11899638071
2014-09-27,3666.248394535583
2014-10-20,10004.160025908359
2014-11-25,4714.785561585266
2014-12-12,3619.62136483807
2015-01-04,4295.289878200145
2012-08-23,8694.124942167677
2012-09-10,2229.1410998888064
2012-09-28,5517.048873441548
2014-09-28,4063.861847440987
2014-10-21,14783.198753004284
2014-11-26,6084.729087068986
2014-12-13,3803.742472266244
2015-01-05,3413.9259157383212
2012-08-24,12784.185198803336
2012-09-11,2688.2969833001594
2012-09-29,4529.831094459168
2014-09-29,1834.493566762269
2014-10-22,13195.407565914385
2014-11-27,7768.458402038675
2014-12-14,4452.117824773414
2015-01-06,1949.1382542817557
2012-08-25,5635.401759337492
2012-09-12,2679.9330455502422
2014-10-23,6247.8692318311305
2014-11-10,3930.747035432791
