2014-11-28,4774.641827266239
2014-12-15,3562.2567567567567
2015-01-07,2141.975357113023
2012-08-26,2851.7644071439076
2012-09-13,4404.353416219059
2014-10-24,4374.514469815452
2014-11-11,4247.174482079521
2014-11-29,2416.3563218390805
2014-12-16,6424.0182186234815
2015-01-08,3385.3146570761564
2012-08-27,2572.192611364465
2012-09-14,4207.136916507799
2014-10-25,5441.946404572002
2014-11-12,5053.353386522259
2014-12-17,4066.454341013825
2012-08-10,18584.666533439915
2012-08-28,3242.9398825670432
2012-09-15,6561.774192562015
2014-08-10,221.0
2014-10-26,5619.727555728501
2014-11-13,4919.934249471459
2014-12-18,3924.9311994460704
2012-08-11,16733.731674882172
2012-08-29,4462.465098301557
2012-09-16,3467.8370868569573
2014-08-11,192.0
2014-10-27,4339.540431003158
2014-11-14,4579.4441883263125
2014-12-01,5740.558823529412
2014-12-19,3309.3328157796373
2012-08-12,4176.862995078794
2012-09-17,3613.7733800678275
2012-10-10,1814.2146592138479
2014-10-10,2104.4276075487014
2014-10-28,4882.818428939848
2014-11-15,4537.789568089048
2014-12-02,7588.10138608707
2012-08-13,4863.163532682225
2012-09-18,6399.748559770501
2014-09-18,1440.1319676549865
2014-10-11,1788.9258166942168
2014-10-29,4709.270079240421
2014-11-16,3922.080865980794
2014-12-03,3820.5365279368716
2012-08-14,4562.714840643872
2012-09-01,2586.6397624703086
2012-09-19,5896.212658312114
2014-09-19,2971.526736290501
2014-10-12,2459.6477302678263
2014-11-17,3348.852386556069
2014-12-04,3940.8524057217164
2012-08-15,4471.004472927788
2012-09-02,2439.883563109952
2014-10-13,2898.08950871794
2014-11-18,3207.3811770798866
2014-12-05,2685.9306825712392
2012-08-16,3491.2889495653644
2012-09-03,3703.6377232824616
2014-10-14,6584.786884353742
2014-11-01,4210.654947226589
2014-11-19,4051.1609405116114
2014-12-06,2229.9170591849274
2012-08-17,3239.5622106999763
2012-09-04,4131.1807007724165
2014-10-15,8407.657978857455
2014-11-02,3961.940801603924
2014-12-07,1025.83032873807
2012-08-18,3418.863782644285
2012-09-05,5461.961266108976
2014-10-16,6718.904119402985
2014-11-03,3526.867469879518
2014-12-08,1382.5923145702939
2012-08-01,623.8392868933641
2012-08-19,4563.295478475836
2012-09-06,3608.708903638016
2014-10-17,11141.573806580018
2014-11-04,3576.755892064215
2014-12-09,2226.8923071393915
2012-08-02,2833.972368776226
2012-09-07,2504.781955686055
2014-10-18,8308.668685429284
2014-11-05,3956.785464899495
2012-08-03,4197.100102684758
2012-09-08,2338.353317574177
2012-10-01,3836.345165372395
2014-10-01,1716.0164293719647
2014-10-19,1712.8647983114447
2014-11-06,5317.684861177961
2012-08-04,3176.7139263136555
2012-09-09,2420.0697023727885
2012-10-02,4912.266863753945
2014-10-02,1700.8604519966016
2014-11-07,5643.8208387555505
2012-08-05,3719.594590277408
2012-10-03,3890.4842408909276
2014-10-03,1345.0809558135418
2014-11-08,5468.738553467136
2012-08-06,3467.8569451782523
2012-10-04,4414.329720541736
2014-10-04,1194.7054812393562
2014-11-09,5208.25138760407
2012-08-07,3007.8162984998626
2012-10-05,4910.2596564662
2014-08-07,247.58024691358025
2014-10-05,3061.542079604711
2014-12-30,1351.9246533531002
2012-08-08,2866.1383094735374
2012-10-06,4420.710005641914
2014-08-08,244.66472868217053
2014-10-06,1859.7829314963644
2014-12-31,2035.5581266197705
